Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;2015;2017
TCD;Chad;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;1.311145094;1.974299502
TCD;Chad;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;141;134
TCD;Chad;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.569298894;3.05766706
TCD;Chad;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;121;130
TCD;Chad;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;1.655908285;1.655908285
TCD;Chad;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;134;130
TCD;Chad;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;3.761681578;4.881785595
TCD;Chad;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;118;69
TCD;Chad;3554;WEF Environmental sustainability, 1-7 (best);Value;4.337223612;4.200332287
TCD;Chad;3555;WEF Environmental sustainability, 1-7 (best);Rank;48;60
TCD;Chad;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.421038943;1.52687294
TCD;Chad;3557;WEF Air transport infrastructure, 1-7 (best);Rank;141;132
TCD;Chad;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.128211744;2.004144718
TCD;Chad;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;135;131
TCD;Chad;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.088663274;2.003946458
TCD;Chad;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;136;132
TCD;Chad;3562;WEF Natural resources pillar, 1-7 (best);Value;2.494076078;2.725108977
TCD;Chad;3563;WEF Natural resources pillar, 1-7 (best);Rank;97;82
TCD;Chad;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.026321939;1.034109947
TCD;Chad;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;139;135
THA;Thailand;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.257081486;4.38192392
THA;Thailand;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;35;34
THA;Thailand;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.54789477;4.664827432
THA;Thailand;3527;WEF Enabling environment subindex, 1-7 (best);Rank;74;73
THA;Thailand;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.293512717;4.497876441
THA;Thailand;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;49;37
THA;Thailand;3530;WEF Infrastructure subindex, 1-7 (best);Value;4.559696617;4.474574577
THA;Thailand;3531;WEF Infrastructure subindex, 1-7 (best);Rank;37;33
THA;Thailand;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.627221839;3.890417228
THA;Thailand;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;21;19
THA;Thailand;3534;WEF Business environment, 1-7 (best);Value;4.78457702;4.736799956
THA;Thailand;3535;WEF Business environment, 1-7 (best);Rank;38;45
THA;Thailand;3536;WEF Safety and security pillar, 1-7 (best);Value;3.753846351;
THA;Thailand;3537;WEF Safety and security pillar, 1-7 (best);Rank;132;
THA;Thailand;3538;WEF Health and hygiene, 1-7 (best);Value;4.87343278;4.895299686
THA;Thailand;3539;WEF Health and hygiene, 1-7 (best);Rank;89;90
THA;Thailand;3540;WEF Human resources and labour market, 1-7 (best);Value;4.983742454;4.903898661
THA;Thailand;3541;WEF Human resources and labour market, 1-7 (best);Rank;29;40
THA;Thailand;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.343875243;4.786825822
THA;Thailand;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;60;58
THA;Thailand;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.949219029;5.045423341
THA;Thailand;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;40;34
THA;Thailand;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.703382635;3.760525492
THA;Thailand;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;49;52
THA;Thailand;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.06290097;5.614127308
THA;Thailand;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;36;18
THA;Thailand;3554;WEF Environmental sustainability, 1-7 (best);Value;3.458548233;3.571429625
THA;Thailand;3555;WEF Environmental sustainability, 1-7 (best);Rank;116;122
THA;Thailand;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.570790686;4.555420217
THA;Thailand;3557;WEF Air transport infrastructure, 1-7 (best);Rank;17;20
THA;Thailand;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.409256;3.111136809
THA;Thailand;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;71;72
THA;Thailand;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;5.699043166;5.757166705
THA;Thailand;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;21;16
THA;Thailand;3562;WEF Natural resources pillar, 1-7 (best);Value;4.468455911;4.947878852
THA;Thailand;3563;WEF Natural resources pillar, 1-7 (best);Rank;16;7
THA;Thailand;3564;WEF Cultural resources and business travel, 1-7 (best);Value;2.785987767;2.832955603
THA;Thailand;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;34;37
TJK;Tajikistan;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.02541466;3.184984789
TJK;Tajikistan;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;119;107
TJK;Tajikistan;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.323847234;4.577918679
TJK;Tajikistan;3527;WEF Enabling environment subindex, 1-7 (best);Rank;89;79
TJK;Tajikistan;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.570814418;3.819344118
TJK;Tajikistan;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;124;107
TJK;Tajikistan;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.387239089;2.298207797
TJK;Tajikistan;3531;WEF Infrastructure subindex, 1-7 (best);Rank;121;117
TJK;Tajikistan;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.819757901;2.044468562
TJK;Tajikistan;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;111;102
TJK;Tajikistan;3534;WEF Business environment, 1-7 (best);Value;3.731840961;4.26618179
TJK;Tajikistan;3535;WEF Business environment, 1-7 (best);Rank;123;88
TJK;Tajikistan;3536;WEF Safety and security pillar, 1-7 (best);Value;5.303966367;
TJK;Tajikistan;3537;WEF Safety and security pillar, 1-7 (best);Rank;76;
TJK;Tajikistan;3538;WEF Health and hygiene, 1-7 (best);Value;5.651868659;5.678301943
TJK;Tajikistan;3539;WEF Health and hygiene, 1-7 (best);Rank;57;57
TJK;Tajikistan;3540;WEF Human resources and labour market, 1-7 (best);Value;4.715483122;4.916267527
TJK;Tajikistan;3541;WEF Human resources and labour market, 1-7 (best);Rank;51;36
TJK;Tajikistan;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.216077062;2.347250968
TJK;Tajikistan;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;130;129
TJK;Tajikistan;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.970561497;4.031525113
TJK;Tajikistan;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;109;100
TJK;Tajikistan;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.293317265;2.553317265
TJK;Tajikistan;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;110;98
TJK;Tajikistan;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.621922103;4.67826991
TJK;Tajikistan;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;73;86
TJK;Tajikistan;3554;WEF Environmental sustainability, 1-7 (best);Value;3.397456806;4.014264184
TJK;Tajikistan;3555;WEF Environmental sustainability, 1-7 (best);Rank;123;85
TJK;Tajikistan;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.178384226;2.177502762
TJK;Tajikistan;3557;WEF Air transport infrastructure, 1-7 (best);Rank;96;92
TJK;Tajikistan;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.686334483;2.594442907
TJK;Tajikistan;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;111;101
TJK;Tajikistan;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.296998556;2.122677722
TJK;Tajikistan;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;133;130
TJK;Tajikistan;3562;WEF Natural resources pillar, 1-7 (best);Value;2.32694923;2.745125632
TJK;Tajikistan;3563;WEF Natural resources pillar, 1-7 (best);Rank;108;80
TJK;Tajikistan;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.312566571;1.343811491
TJK;Tajikistan;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;108;108
TTO;Trinidad and Tobago;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.714734798;3.671050391
TTO;Trinidad and Tobago;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;69;73
TTO;Trinidad and Tobago;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.533878576;4.587321986
TTO;Trinidad and Tobago;3527;WEF Enabling environment subindex, 1-7 (best);Rank;77;77
TTO;Trinidad and Tobago;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.959656743;3.955383335
TTO;Trinidad and Tobago;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;89;100
TTO;Trinidad and Tobago;3530;WEF Infrastructure subindex, 1-7 (best);Value;4.565811616;4.12931946
TTO;Trinidad and Tobago;3531;WEF Infrastructure subindex, 1-7 (best);Rank;36;43
TTO;Trinidad and Tobago;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.799592256;2.012176783
TTO;Trinidad and Tobago;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;113;105
TTO;Trinidad and Tobago;3534;WEF Business environment, 1-7 (best);Value;4.52561109;4.391706713
TTO;Trinidad and Tobago;3535;WEF Business environment, 1-7 (best);Rank;61;74
TTO;Trinidad and Tobago;3536;WEF Safety and security pillar, 1-7 (best);Value;4.10000463;
TTO;Trinidad and Tobago;3537;WEF Safety and security pillar, 1-7 (best);Rank;123;
TTO;Trinidad and Tobago;3538;WEF Health and hygiene, 1-7 (best);Value;5.135398653;5.138302585
TTO;Trinidad and Tobago;3539;WEF Health and hygiene, 1-7 (best);Rank;77;79
TTO;Trinidad and Tobago;3540;WEF Human resources and labour market, 1-7 (best);Value;4.388084093;4.484006126
TTO;Trinidad and Tobago;3541;WEF Human resources and labour market, 1-7 (best);Rank;83;77
TTO;Trinidad and Tobago;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.520294414;4.833877799
TTO;Trinidad and Tobago;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;53;55
TTO;Trinidad and Tobago;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;3.516574379;3.685929941
TTO;Trinidad and Tobago;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;123;110
TTO;Trinidad and Tobago;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.499504803;3.539504803
TTO;Trinidad and Tobago;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;56;57
TTO;Trinidad and Tobago;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.344478418;4.834260427
TTO;Trinidad and Tobago;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;17;72
TTO;Trinidad and Tobago;3554;WEF Environmental sustainability, 1-7 (best);Value;3.478069373;3.761838171
TTO;Trinidad and Tobago;3555;WEF Environmental sustainability, 1-7 (best);Rank;114;103
TTO;Trinidad and Tobago;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.176614805;4.075922503
TTO;Trinidad and Tobago;3557;WEF Air transport infrastructure, 1-7 (best);Rank;28;29
TTO;Trinidad and Tobago;3558;WEF Ground and port infrastructure, 1-7 (best);Value;4.368993723;4.208533672
TTO;Trinidad and Tobago;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;38;37
TTO;Trinidad and Tobago;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;5.151826321;4.103502204
TTO;Trinidad and Tobago;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;35;68
TTO;Trinidad and Tobago;3562;WEF Natural resources pillar, 1-7 (best);Value;2.277371346;2.711934389
TTO;Trinidad and Tobago;3563;WEF Natural resources pillar, 1-7 (best);Rank;110;83
TTO;Trinidad and Tobago;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.321813166;1.312419177
TTO;Trinidad and Tobago;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;107;113
TUN;Tunisia;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.538065243;3.502302356
TUN;Tunisia;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;79;87
TUN;Tunisia;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.537543067;4.519640089
TUN;Tunisia;3527;WEF Enabling environment subindex, 1-7 (best);Rank;75;81
TUN;Tunisia;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.280509224;4.397663045
TUN;Tunisia;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;50;52
TUN;Tunisia;3530;WEF Infrastructure subindex, 1-7 (best);Value;3.363130513;3.044307092
TUN;Tunisia;3531;WEF Infrastructure subindex, 1-7 (best);Rank;76;81
TUN;Tunisia;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;1.971078167;2.047599196
TUN;Tunisia;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;99;101
TUN;Tunisia;3534;WEF Business environment, 1-7 (best);Value;4.42055353;4.448693147
TUN;Tunisia;3535;WEF Business environment, 1-7 (best);Rank;71;66
TUN;Tunisia;3536;WEF Safety and security pillar, 1-7 (best);Value;4.858817509;
TUN;Tunisia;3537;WEF Safety and security pillar, 1-7 (best);Rank;98;
TUN;Tunisia;3538;WEF Health and hygiene, 1-7 (best);Value;5.162891582;5.181793543
TUN;Tunisia;3539;WEF Health and hygiene, 1-7 (best);Rank;76;75
TUN;Tunisia;3540;WEF Human resources and labour market, 1-7 (best);Value;4.307315306;3.986520575
TUN;Tunisia;3541;WEF Human resources and labour market, 1-7 (best);Rank;87;113
TUN;Tunisia;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;3.938137411;4.296348848
TUN;Tunisia;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;76;73
TUN;Tunisia;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.911528616;4.814901812
TUN;Tunisia;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;44;48
TUN;Tunisia;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;2.377020788;2.954163645
TUN;Tunisia;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;103;76
TUN;Tunisia;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;5.610000734;5.891691021
TUN;Tunisia;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;7;9
TUN;Tunisia;3554;WEF Environmental sustainability, 1-7 (best);Value;4.223486757;3.929895703
TUN;Tunisia;3555;WEF Environmental sustainability, 1-7 (best);Rank;59;89
TUN;Tunisia;3556;WEF Air transport infrastructure, 1-7 (best);Value;2.531610862;2.339522755
TUN;Tunisia;3557;WEF Air transport infrastructure, 1-7 (best);Rank;77;85
TUN;Tunisia;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.021718655;2.714190318
TUN;Tunisia;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;94;95
TUN;Tunisia;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;4.536062024;4.079208203
TUN;Tunisia;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;61;69
TUN;Tunisia;3562;WEF Natural resources pillar, 1-7 (best);Value;2.358178755;2.548155808
TUN;Tunisia;3563;WEF Natural resources pillar, 1-7 (best);Rank;105;94
TUN;Tunisia;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.583977578;1.547042584
TUN;Tunisia;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;70;83
TUR;Turkey;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;4.084356333;4.141634032
TUR;Turkey;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;44;44
TUR;Turkey;3526;WEF Enabling environment subindex, 1-7 (best);Value;4.528607436;4.508041107
TUR;Turkey;3527;WEF Enabling environment subindex, 1-7 (best);Rank;78;82
TUR;Turkey;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.98112637;4.178302955
TUR;Turkey;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;85;75
TUR;Turkey;3530;WEF Infrastructure subindex, 1-7 (best);Value;4.521939208;4.337719793
TUR;Turkey;3531;WEF Infrastructure subindex, 1-7 (best);Rank;39;38
TUR;Turkey;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.305752319;3.542472273
TUR;Turkey;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;29;26
TUR;Turkey;3534;WEF Business environment, 1-7 (best);Value;4.537838621;4.49003504
TUR;Turkey;3535;WEF Business environment, 1-7 (best);Rank;59;63
TUR;Turkey;3536;WEF Safety and security pillar, 1-7 (best);Value;4.232486174;
TUR;Turkey;3537;WEF Safety and security pillar, 1-7 (best);Rank;121;
TUR;Turkey;3538;WEF Health and hygiene, 1-7 (best);Value;5.408606492;5.434604478
TUR;Turkey;3539;WEF Health and hygiene, 1-7 (best);Rank;63;64
TUR;Turkey;3540;WEF Human resources and labour market, 1-7 (best);Value;4.298691196;4.256021152
TUR;Turkey;3541;WEF Human resources and labour market, 1-7 (best);Rank;88;94
TUR;Turkey;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;4.1654147;4.305151596
TUR;Turkey;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;68;72
TUR;Turkey;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.392029146;4.317135284
TUR;Turkey;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;83;87
TUR;Turkey;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.338086006;3.855228863
TUR;Turkey;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;61;50
TUR;Turkey;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.366997939;4.856187528
TUR;Turkey;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;94;70
TUR;Turkey;3554;WEF Environmental sustainability, 1-7 (best);Value;3.827392388;3.684660145
TUR;Turkey;3555;WEF Environmental sustainability, 1-7 (best);Rank;95;112
TUR;Turkey;3556;WEF Air transport infrastructure, 1-7 (best);Value;4.655394666;4.73673822
TUR;Turkey;3557;WEF Air transport infrastructure, 1-7 (best);Rank;16;14
TUR;Turkey;3558;WEF Ground and port infrastructure, 1-7 (best);Value;3.875339083;3.540784238
TUR;Turkey;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;54;54
TUR;Turkey;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;5.035083875;4.735636921
TUR;Turkey;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;38;42
TUR;Turkey;3562;WEF Natural resources pillar, 1-7 (best);Value;2.783675599;2.98239088
TUR;Turkey;3563;WEF Natural resources pillar, 1-7 (best);Rank;73;70
TUR;Turkey;3564;WEF Cultural resources and business travel, 1-7 (best);Value;3.827829038;4.102553666
TUR;Turkey;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;16;16
TZA;Tanzania;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.351805658;3.449867706
TZA;Tanzania;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;93;91
TZA;Tanzania;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.602009453;3.679854183
TZA;Tanzania;3527;WEF Enabling environment subindex, 1-7 (best);Rank;124;123
TZA;Tanzania;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;4.181861616;4.417155477
TZA;Tanzania;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;67;50
TZA;Tanzania;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.399213386;2.483352722
TZA;Tanzania;3531;WEF Infrastructure subindex, 1-7 (best);Rank;119;106
TZA;Tanzania;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;3.224138176;3.219108444
TZA;Tanzania;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;31;36
TZA;Tanzania;3534;WEF Business environment, 1-7 (best);Value;3.96872937;4.147313861
TZA;Tanzania;3535;WEF Business environment, 1-7 (best);Rank;111;102
TZA;Tanzania;3536;WEF Safety and security pillar, 1-7 (best);Value;4.847310573;
TZA;Tanzania;3537;WEF Safety and security pillar, 1-7 (best);Rank;100;
TZA;Tanzania;3538;WEF Health and hygiene, 1-7 (best);Value;2.679645655;2.926203909
TZA;Tanzania;3539;WEF Health and hygiene, 1-7 (best);Rank;136;125
TZA;Tanzania;3540;WEF Human resources and labour market, 1-7 (best);Value;4.033878854;3.567251381
TZA;Tanzania;3541;WEF Human resources and labour market, 1-7 (best);Rank;110;131
TZA;Tanzania;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.480482812;2.704953412
TZA;Tanzania;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;123;121
TZA;Tanzania;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.830438105;4.843253738
TZA;Tanzania;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;51;45
TZA;Tanzania;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.249013723;3.249013723
TZA;Tanzania;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;62;64
TZA;Tanzania;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.872658083;5.352788153
TZA;Tanzania;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;56;34
TZA;Tanzania;3554;WEF Environmental sustainability, 1-7 (best);Value;3.775336552;4.223566295
TZA;Tanzania;3555;WEF Environmental sustainability, 1-7 (best);Rank;99;58
TZA;Tanzania;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.936496884;2.030318541
TZA;Tanzania;3557;WEF Air transport infrastructure, 1-7 (best);Rank;116;106
TZA;Tanzania;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.559629429;2.569709691
TZA;Tanzania;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;120;102
TZA;Tanzania;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.701513844;2.850029934
TZA;Tanzania;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;115;103
TZA;Tanzania;3562;WEF Natural resources pillar, 1-7 (best);Value;4.90510417;4.933718863
TZA;Tanzania;3563;WEF Natural resources pillar, 1-7 (best);Rank;7;8
TZA;Tanzania;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.543172183;1.504498024
TZA;Tanzania;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;74;86
UGA;Uganda;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;3.108109037;3.203682082
UGA;Uganda;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;114;106
UGA;Uganda;3526;WEF Enabling environment subindex, 1-7 (best);Value;3.607924557;3.685927413
UGA;Uganda;3527;WEF Enabling environment subindex, 1-7 (best);Rank;122;122
UGA;Uganda;3528;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Value;3.96173153;4.105494488
UGA;Uganda;3529;WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best);Rank;87;82
UGA;Uganda;3530;WEF Infrastructure subindex, 1-7 (best);Value;2.358011147;2.369919618
UGA;Uganda;3531;WEF Infrastructure subindex, 1-7 (best);Rank;123;110
UGA;Uganda;3532;WEF Natural and cultural resources subindex, 1-7 (best);Value;2.504768912;2.653386808
UGA;Uganda;3533;WEF Natural and cultural resources subindex, 1-7 (best);Rank;59;57
UGA;Uganda;3534;WEF Business environment, 1-7 (best);Value;3.870285339;4.279962092
UGA;Uganda;3535;WEF Business environment, 1-7 (best);Rank;117;87
UGA;Uganda;3536;WEF Safety and security pillar, 1-7 (best);Value;4.6198159;
UGA;Uganda;3537;WEF Safety and security pillar, 1-7 (best);Rank;109;
UGA;Uganda;3538;WEF Health and hygiene, 1-7 (best);Value;2.71863551;2.754871542
UGA;Uganda;3539;WEF Health and hygiene, 1-7 (best);Rank;135;130
UGA;Uganda;3540;WEF Human resources and labour market, 1-7 (best);Value;4.107551637;3.980844846
UGA;Uganda;3541;WEF Human resources and labour market, 1-7 (best);Rank;104;115
UGA;Uganda;3546;WEF Travel and Tourism ICT readiness, 1-7 (best);Value;2.723334401;2.799749418
UGA;Uganda;3547;WEF Travel and Tourism ICT readiness, 1-7 (best);Rank;118;119
UGA;Uganda;3548;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Value;4.038301489;4.073153332
UGA;Uganda;3549;WEF Government Prioritization of Travel & Tourism, 1-7 (best);Rank;103;99
UGA;Uganda;3550;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Value;3.028111961;3.028111961
UGA;Uganda;3551;WEF International Openness and Travel Facilitation pillar,  1-7 (best);Rank;72;69
UGA;Uganda;3552;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Value;4.82314198;4.974219369
UGA;Uganda;3553;WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best);Rank;61;60
UGA;Uganda;3554;WEF Environmental sustainability, 1-7 (best);Value;3.95737069;4.34649329
UGA;Uganda;3555;WEF Environmental sustainability, 1-7 (best);Rank;80;46
UGA;Uganda;3556;WEF Air transport infrastructure, 1-7 (best);Value;1.814503897;1.780912067
UGA;Uganda;3557;WEF Air transport infrastructure, 1-7 (best);Rank;125;121
UGA;Uganda;3558;WEF Ground and port infrastructure, 1-7 (best);Value;2.648059849;2.279024222
UGA;Uganda;3559;WEF Ground and port infrastructure, 1-7 (best);Rank;112;117
UGA;Uganda;3560;WEF Tourist service infrastructure pillar, 1-7 (best);Value;2.611469695;3.049822565
UGA;Uganda;3561;WEF Tourist service infrastructure pillar, 1-7 (best);Rank;121;100
UGA;Uganda;3562;WEF Natural resources pillar, 1-7 (best);Value;3.512689565;3.725859305
UGA;Uganda;3563;WEF Natural resources pillar, 1-7 (best);Rank;45;44
UGA;Uganda;3564;WEF Cultural resources and business travel, 1-7 (best);Value;1.49684826;1.580914311
UGA;Uganda;3565;WEF Cultural resources and business travel, 1-7 (best);Rank;82;79
UKR;Ukraine;3524;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Value;;3.495989915
UKR;Ukraine;3525;WEF Travel & Tourism Competitiveness Index, 1-7 (best);Rank;;88
UKR;Ukraine;3526;WEF Enabling environment subindex, 1-7 (best);Value;;4.579413692
UKR;Ukraine;3527;WEF Enabling environment subindex, 1-7 (best);Rank;;78
